marker1,marker2,marker3,marker4,marker5,marker6,marker7,Patch filename,label,EM
0,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0338_row_40960_column_149504,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0338_row_40960_column_151552,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0338_row_49152_column_6144,0,0
-1,-1,-1,-1,2,-1,3,CasoHEProstata_A_0339_row_10240_column_14336,2,3
-1,-1,-1,-1,2,-1,3,CasoHEProstata_A_0339_row_16384_column_49152,2,3
-1,-1,-1,-1,2,-1,3,CasoHEProstata_A_0339_row_22528_column_118784,2,3
2,-1,-1,2,-1,2,3,CasoHEProstata_A_0339_row_22528_column_36864,2,2
-1,-1,-1,-1,3,-1,-1,CasoHEProstata_A_0339_row_22528_column_38912,3,3
-1,-1,-1,-1,-1,-1,2,CasoHEProstata_A_0339_row_22528_column_40960,2,0
-1,-1,-1,-1,3,-1,-1,CasoHEProstata_A_0339_row_24576_column_112640,3,3
3,-1,0,-1,3,-1,2,CasoHEProstata_A_0339_row_24576_column_16384,3,3
2,1,-1,-1,2,2,2,CasoHEProstata_A_0339_row_24576_column_22528,2,2
2,-1,-1,0,2,-1,3,CasoHEProstata_A_0339_row_24576_column_30720,2,2
-1,-1,-1,2,-1,2,2,CasoHEProstata_A_0339_row_24576_column_36864,2,2
2,3,0,-1,-1,2,3,CasoHEProstata_A_0339_row_24576_column_92160,3,3
-1,-1,2,2,-1,-1,-1,CasoHEProstata_A_0339_row_24576_column_94208,2,2
2,1,-1,2,-1,2,3,CasoHEProstata_A_0339_row_24576_column_96256,2,2
-1,-1,-1,-1,-1,-1,2,CasoHEProstata_A_0339_row_26624_column_102400,2,0
-1,-1,-1,-1,2,-1,3,CasoHEProstata_A_0339_row_26624_column_106496,2,3
-1,-1,2,2,-1,-1,2,CasoHEProstata_A_0339_row_26624_column_98304,2,2
1,1,0,-1,2,2,3,CasoHEProstata_A_0339_row_32768_column_131072,2,2
2,1,-1,2,3,-1,-1,CasoHEProstata_A_0339_row_32768_column_51200,2,2
-1,-1,-1,-1,-1,-1,3,CasoHEProstata_A_0339_row_32768_column_55296,3,0
1,1,1,2,-1,2,2,CasoHEProstata_A_0339_row_34816_column_124928,2,1
-1,2,-1,2,2,-1,-1,CasoHEProstata_A_0339_row_34816_column_126976,2,2
2,-1,0,0,3,-1,3,CasoHEProstata_A_0339_row_34816_column_131072,3,3
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0339_row_34816_column_133120,0,0
2,3,-1,-1,-1,-1,3,CasoHEProstata_A_0339_row_34816_column_135168,3,3
0,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0339_row_34816_column_34816,0,0
1,-1,-1,2,-1,2,3,CasoHEProstata_A_0339_row_34816_column_38912,2,2
-1,-1,-1,-1,-1,-1,2,CasoHEProstata_A_0339_row_34816_column_43008,2,0
1,1,-1,2,1,-1,-1,CasoHEProstata_A_0339_row_34816_column_45056,1,1
2,1,0,2,1,-1,2,CasoHEProstata_A_0339_row_34816_column_47104,2,2
1,2,-1,2,2,2,-1,CasoHEProstata_A_0339_row_34816_column_51200,2,2
2,3,-1,2,3,-1,-1,CasoHEProstata_A_0339_row_34816_column_57344,3,3
-1,-1,1,-1,-1,2,2,CasoHEProstata_A_0339_row_36864_column_114688,2,1
-1,1,0,-1,2,2,2,CasoHEProstata_A_0339_row_36864_column_116736,2,2
-1,-1,-1,2,1,-1,-1,CasoHEProstata_A_0339_row_36864_column_118784,2,2
2,-1,0,-1,-1,-1,2,CasoHEProstata_A_0339_row_36864_column_122880,2,0
-1,-1,-1,-1,2,-1,-1,CasoHEProstata_A_0339_row_36864_column_129024,2,2
3,1,0,2,3,-1,3,CasoHEProstata_A_0339_row_36864_column_133120,3,3
2,2,0,-1,0,-1,-1,CasoHEProstata_A_0339_row_36864_column_135168,2,0
1,1,-1,0,-1,-1,2,CasoHEProstata_A_0339_row_36864_column_34816,1,1
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0339_row_38912_column_110592,0,0
2,-1,0,-1,-1,0,-1,CasoHEProstata_A_0339_row_40960_column_16384,0,0
-1,0,0,-1,-1,-1,-1,CasoHEProstata_A_0339_row_40960_column_24576,0,0
-1,-1,-1,-1,0,-1,3,CasoHEProstata_A_0339_row_40960_column_26624,3,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0339_row_40960_column_94208,0,0
-1,-1,-1,-1,-1,-1,3,CasoHEProstata_A_0339_row_4096_column_26624,3,0
-1,-1,-1,-1,2,-1,2,CasoHEProstata_A_0339_row_43008_column_104448,2,2
-1,-1,0,0,1,0,-1,CasoHEProstata_A_0339_row_6144_column_102400,0,0
1,1,-1,-1,-1,2,2,CasoHEProstata_A_0339_row_6144_column_16384,2,1
-1,-1,-1,2,-1,2,2,CasoHEProstata_A_0339_row_6144_column_18432,2,2
2,2,-1,-1,-1,-1,3,CasoHEProstata_A_0339_row_6144_column_24576,2,3
-1,-1,-1,-1,2,-1,-1,CasoHEProstata_A_0339_row_6144_column_92160,2,2
2,1,-1,2,-1,-1,-1,CasoHEProstata_A_0339_row_6144_column_94208,2,2
1,1,-1,-1,-1,2,2,CasoHEProstata_A_0339_row_8192_column_102400,2,1
-1,-1,2,2,-1,2,-1,CasoHEProstata_A_0339_row_8192_column_104448,2,2
-1,-1,-1,-1,-1,-1,3,CasoHEProstata_A_0339_row_8192_column_14336,3,0
1,1,-1,2,-1,-1,3,CasoHEProstata_A_0339_row_8192_column_92160,1,2
1,-1,0,0,0,-1,1,CasoHEProstata_A_0340_row_12288_column_161792,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0340_row_12288_column_88064,0,0
-1,0,0,0,0,0,-1,CasoHEProstata_A_0340_row_14336_column_172032,0,0
2,-1,-1,0,-1,0,-1,CasoHEProstata_A_0340_row_22528_column_129024,0,0
-1,0,-1,0,-1,-1,-1,CasoHEProstata_A_0340_row_22528_column_131072,0,0
0,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0340_row_61440_column_133120,0,0
-1,0,0,0,-1,0,2,CasoHEProstata_A_0340_row_63488_column_149504,0,0
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0341_row_16384_column_28672,0,0
2,-1,2,-1,-1,-1,-1,CasoHEProstata_A_0341_row_18432_column_16384,2,2
-1,-1,0,-1,0,0,2,CasoHEProstata_A_0341_row_20480_column_16384,0,0
-1,-1,2,-1,-1,-1,-1,CasoHEProstata_A_0341_row_20480_column_18432,2,2
0,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0341_row_22528_column_14336,0,0
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0341_row_28672_column_12288,0,0
2,-1,2,-1,-1,-1,-1,CasoHEProstata_A_0341_row_45056_column_94208,2,2
-1,-1,2,-1,-1,-1,-1,CasoHEProstata_A_0341_row_47104_column_102400,2,2
-1,-1,1,-1,-1,-1,-1,CasoHEProstata_A_0341_row_63488_column_96256,1,1
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0342_row_10240_column_71680,0,0
-1,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0342_row_14336_column_83968,0,0
-1,0,-1,-1,0,-1,-1,CasoHEProstata_A_0342_row_14336_column_88064,0,0
-1,0,0,0,-1,-1,-1,CasoHEProstata_A_0342_row_16384_column_86016,0,0
0,-1,0,-1,-1,0,-1,CasoHEProstata_A_0342_row_16384_column_88064,0,0
-1,0,-1,-1,-1,-1,3,CasoHEProstata_A_0342_row_18432_column_88064,3,0
-1,-1,-1,0,-1,-1,0,CasoHEProstata_A_0342_row_18432_column_90112,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0342_row_20480_column_88064,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0342_row_20480_column_90112,0,0
-1,-1,-1,0,0,-1,-1,CasoHEProstata_A_0342_row_2048_column_71680,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0342_row_4096_column_71680,0,0
-1,0,-1,-1,-1,0,-1,CasoHEProstata_A_0342_row_4096_column_73728,0,0
-1,0,-1,0,-1,-1,-1,CasoHEProstata_A_0342_row_6144_column_71680,0,0
-1,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0342_row_8192_column_71680,0,0
-1,-1,0,-1,0,-1,-1,CasoHEProstata_A_0343_row_14336_column_8192,0,0
-1,-1,2,-1,-1,-1,-1,CasoHEProstata_A_0343_row_20480_column_4096,2,2
1,-1,2,2,2,-1,-1,CasoHEProstata_A_0343_row_20480_column_96256,2,2
1,1,0,-1,1,-1,2,CasoHEProstata_A_0343_row_22528_column_6144,1,1
1,1,2,2,-1,2,-1,CasoHEProstata_A_0343_row_24576_column_98304,2,2
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0343_row_26624_column_86016,0,0
1,1,2,-1,-1,-1,2,CasoHEProstata_A_0343_row_26624_column_98304,2,2
-1,-1,-1,-1,1,2,-1,CasoHEProstata_A_0343_row_28672_column_10240,2,2
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0343_row_28672_column_106496,0,0
2,1,0,0,-1,0,3,CasoHEProstata_A_0343_row_28672_column_14336,0,0
-1,-1,-1,-1,1,-1,-1,CasoHEProstata_A_0343_row_28672_column_88064,1,1
-1,3,2,-1,2,3,2,CasoHEProstata_A_0343_row_28672_column_98304,2,3
1,2,2,2,-1,2,2,CasoHEProstata_A_0343_row_30720_column_10240,2,2
-1,-1,0,-1,0,0,-1,CasoHEProstata_A_0343_row_30720_column_106496,0,0
-1,-1,0,-1,0,-1,-1,CasoHEProstata_A_0343_row_30720_column_108544,0,0
-1,-1,2,-1,-1,-1,-1,CasoHEProstata_A_0343_row_30720_column_12288,2,2
-1,2,0,2,-1,-1,2,CasoHEProstata_A_0343_row_30720_column_16384,2,2
-1,2,-1,2,2,2,-1,CasoHEProstata_A_0343_row_30720_column_18432,2,2
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0343_row_30720_column_24576,0,0
2,-1,2,-1,2,-1,2,CasoHEProstata_A_0343_row_30720_column_90112,2,2
-1,-1,-1,0,1,-1,-1,CasoHEProstata_A_0343_row_30720_column_92160,1,1
-1,-1,-1,2,-1,-1,-1,CasoHEProstata_A_0343_row_30720_column_98304,2,2
2,2,2,0,0,-1,-1,CasoHEProstata_A_0343_row_32768_column_102400,2,2
2,-1,2,2,-1,3,-1,CasoHEProstata_A_0343_row_32768_column_104448,2,2
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0343_row_32768_column_106496,0,0
-1,-1,0,2,2,3,-1,CasoHEProstata_A_0343_row_32768_column_18432,2,2
-1,2,-1,2,-1,2,2,CasoHEProstata_A_0343_row_32768_column_20480,2,2
-1,1,-1,-1,-1,2,2,CasoHEProstata_A_0343_row_32768_column_92160,2,2
-1,2,-1,2,-1,2,2,CasoHEProstata_A_0343_row_32768_column_94208,2,2
-1,-1,-1,2,-1,3,-1,CasoHEProstata_A_0343_row_32768_column_96256,2,3
2,2,2,-1,-1,3,2,CasoHEProstata_A_0343_row_32768_column_98304,2,2
-1,2,0,-1,2,-1,-1,CasoHEProstata_A_0343_row_34816_column_102400,2,2
-1,-1,0,0,0,3,-1,CasoHEProstata_A_0343_row_34816_column_104448,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0343_row_34816_column_106496,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0343_row_34816_column_26624,0,0
2,-1,2,2,1,2,-1,CasoHEProstata_A_0343_row_36864_column_100352,2,2
-1,1,2,2,2,2,-1,CasoHEProstata_A_0343_row_36864_column_14336,2,2
-1,-1,2,-1,-1,-1,-1,CasoHEProstata_A_0343_row_36864_column_18432,2,2
-1,-1,-1,-1,0,3,-1,CasoHEProstata_A_0343_row_36864_column_22528,3,0
-1,-1,0,0,0,-1,2,CasoHEProstata_A_0343_row_36864_column_24576,0,0
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0343_row_36864_column_26624,0,0
2,-1,0,0,-1,0,2,CasoHEProstata_A_0343_row_36864_column_96256,0,0
1,1,-1,-1,2,2,2,CasoHEProstata_A_0343_row_38912_column_100352,2,2
-1,-1,2,-1,2,-1,-1,CasoHEProstata_A_0343_row_38912_column_10240,2,2
1,1,-1,-1,-1,0,-1,CasoHEProstata_A_0343_row_38912_column_12288,1,1
-1,1,-1,2,2,-1,-1,CasoHEProstata_A_0343_row_38912_column_16384,2,2
-1,2,2,-1,-1,-1,3,CasoHEProstata_A_0343_row_38912_column_18432,2,2
2,-1,-1,0,-1,3,2,CasoHEProstata_A_0343_row_38912_column_22528,2,2
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0343_row_38912_column_26624,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0343_row_38912_column_28672,0,0
2,-1,-1,-1,-1,-1,3,CasoHEProstata_A_0343_row_38912_column_88064,3,3
-1,1,1,2,1,2,-1,CasoHEProstata_A_0343_row_38912_column_90112,1,1
1,2,-1,-1,2,2,-1,CasoHEProstata_A_0343_row_38912_column_98304,2,2
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0343_row_40960_column_100352,0,0
2,2,0,0,-1,2,-1,CasoHEProstata_A_0343_row_40960_column_16384,2,2
-1,1,-1,-1,-1,0,3,CasoHEProstata_A_0343_row_40960_column_24576,3,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0343_row_40960_column_28672,0,0
-1,-1,-1,-1,1,-1,-1,CasoHEProstata_A_0343_row_40960_column_8192,1,1
2,2,-1,-1,2,-1,-1,CasoHEProstata_A_0343_row_40960_column_86016,2,2
2,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0343_row_40960_column_88064,2,0
-1,-1,0,2,2,2,-1,CasoHEProstata_A_0343_row_40960_column_90112,2,2
-1,-1,-1,0,-1,3,2,CasoHEProstata_A_0343_row_40960_column_92160,3,2
-1,1,0,-1,1,-1,-1,CasoHEProstata_A_0343_row_40960_column_94208,1,1
1,-1,0,-1,0,1,-1,CasoHEProstata_A_0343_row_40960_column_96256,1,1
-1,1,0,2,1,-1,-1,CasoHEProstata_A_0343_row_40960_column_98304,1,2
-1,1,-1,-1,1,-1,2,CasoHEProstata_A_0343_row_43008_column_16384,1,1
-1,-1,0,-1,1,2,-1,CasoHEProstata_A_0343_row_43008_column_18432,2,2
-1,-1,0,-1,0,-1,2,CasoHEProstata_A_0343_row_43008_column_83968,0,0
-1,-1,-1,-1,2,-1,-1,CasoHEProstata_A_0343_row_45056_column_83968,2,2
-1,-1,2,-1,1,-1,2,CasoHEProstata_A_0343_row_47104_column_16384,2,2
-1,-1,2,-1,1,-1,-1,CasoHEProstata_A_0343_row_47104_column_83968,2,2
1,1,-1,-1,-1,-1,-1,CasoHEProstata_A_0343_row_49152_column_83968,1,1
-1,-1,-1,-1,-1,2,-1,CasoHEProstata_A_0343_row_51200_column_83968,2,2
2,-1,0,2,2,-1,2,CasoHEProstata_A_0343_row_53248_column_86016,2,2
0,-1,-1,-1,0,0,0,CasoHEProstata_A_0343_row_63488_column_14336,0,0
0,-1,-1,0,0,0,-1,CasoHEProstata_A_0343_row_63488_column_16384,0,0
-1,0,-1,-1,-1,0,-1,CasoHEProstata_A_0343_row_8192_column_92160,0,0
-1,-1,0,-1,1,-1,-1,CasoHEProstata_A_0344_row_15232_column_7037,1,1
-1,-1,-1,0,-1,0,-1,CasoHEProstata_A_0344_row_15232_column_9085,0,0
-1,-1,-1,-1,-1,0,2,CasoHEProstata_A_0344_row_17280_column_7037,2,0
1,-1,-1,-1,-1,1,-1,CasoHEProstata_A_0344_row_17280_column_9085,1,1
-1,-1,0,-1,-1,-1,2,CasoHEProstata_A_0345_row_11422_column_130306,2,0
-1,2,3,-1,-1,-1,-1,CasoHEProstata_A_0345_row_11422_column_132354,2,3
-1,-1,2,2,-1,-1,-1,CasoHEProstata_A_0345_row_11422_column_134402,2,2
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0345_row_11422_column_136450,0,0
-1,-1,-1,-1,-1,2,2,CasoHEProstata_A_0345_row_13470_column_132354,2,2
-1,0,-1,-1,-1,-1,3,CasoHEProstata_A_0345_row_13470_column_134402,3,0
-1,0,-1,-1,-1,-1,3,CasoHEProstata_A_0345_row_13470_column_142594,3,0
-1,-1,-1,-1,0,-1,3,CasoHEProstata_A_0345_row_13470_column_144642,3,0
-1,-1,0,2,-1,-1,-1,CasoHEProstata_A_0345_row_15518_column_126210,2,2
-1,-1,0,0,-1,-1,-1,CasoHEProstata_A_0345_row_15518_column_128258,0,0
0,-1,-1,0,-1,0,-1,CasoHEProstata_A_0345_row_15518_column_140546,0,0
-1,-1,-1,0,-1,-1,3,CasoHEProstata_A_0345_row_15518_column_142594,3,0
2,-1,0,-1,0,-1,-1,CasoHEProstata_A_0345_row_15518_column_144642,0,0
1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0345_row_17566_column_124162,1,1
-1,-1,-1,-1,-1,-1,2,CasoHEProstata_A_0345_row_17566_column_126210,2,0
-1,-1,-1,-1,2,3,-1,CasoHEProstata_A_0345_row_17566_column_138498,2,3
0,-1,-1,-1,2,-1,2,CasoHEProstata_A_0345_row_17566_column_140546,2,2
3,-1,0,-1,1,-1,-1,CasoHEProstata_A_0345_row_17566_column_142594,3,2
1,-1,-1,-1,-1,-1,3,CasoHEProstata_A_0345_row_19614_column_122114,3,0
1,-1,-1,-1,-1,2,-1,CasoHEProstata_A_0345_row_19614_column_124162,2,1
-1,1,-1,-1,-1,0,-1,CasoHEProstata_A_0345_row_19614_column_126210,1,0
-1,-1,-1,-1,0,0,-1,CasoHEProstata_A_0345_row_19614_column_136450,0,0
2,-1,-1,-1,-1,-1,2,CasoHEProstata_A_0345_row_19614_column_138498,2,2
-1,-1,0,0,-1,-1,-1,CasoHEProstata_A_0345_row_19614_column_140546,0,0
-1,-1,-1,-1,-1,2,2,CasoHEProstata_A_0345_row_21662_column_122114,2,2
1,2,-1,-1,-1,-1,-1,CasoHEProstata_A_0345_row_21662_column_124162,2,2
-1,-1,0,-1,1,-1,-1,CasoHEProstata_A_0345_row_21662_column_134402,1,1
2,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0345_row_21662_column_136450,2,0
-1,-1,0,2,-1,-1,-1,CasoHEProstata_A_0345_row_21662_column_138498,2,2
-1,1,-1,0,0,-1,-1,CasoHEProstata_A_0345_row_23710_column_120066,0,0
-1,-1,-1,0,-1,2,-1,CasoHEProstata_A_0345_row_23710_column_122114,2,2
-1,1,0,-1,-1,-1,-1,CasoHEProstata_A_0345_row_23710_column_132354,1,0
-1,-1,-1,2,-1,2,-1,CasoHEProstata_A_0345_row_23710_column_134402,2,2
-1,-1,-1,-1,1,1,-1,CasoHEProstata_A_0345_row_23710_column_136450,1,1
-1,-1,-1,-1,2,0,2,CasoHEProstata_A_0345_row_25758_column_120066,2,2
0,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0345_row_25758_column_132354,0,0
-1,-1,-1,0,-1,0,-1,CasoHEProstata_A_0345_row_25758_column_134402,0,0
-1,-1,2,-1,-1,0,-1,CasoHEProstata_A_0345_row_27806_column_115970,2,2
-1,-1,-1,-1,-1,1,2,CasoHEProstata_A_0345_row_27806_column_118018,2,1
-1,-1,-1,0,2,-1,-1,CasoHEProstata_A_0345_row_27806_column_120066,2,2
1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0345_row_27806_column_130306,1,1
-1,2,-1,-1,3,-1,-1,CasoHEProstata_A_0345_row_31902_column_126210,2,3
-1,-1,0,-1,0,-1,-1,CasoHEProstata_A_0345_row_3230_column_140546,0,0
1,-1,-1,-1,1,-1,-1,CasoHEProstata_A_0345_row_33950_column_126210,1,1
-1,-1,-1,2,-1,-1,-1,CasoHEProstata_A_0345_row_33950_column_128258,2,2
-1,-1,-1,0,1,-1,-1,CasoHEProstata_A_0345_row_35998_column_124162,1,1
-1,1,-1,-1,2,-1,-1,CasoHEProstata_A_0345_row_35998_column_126210,2,2
-1,1,-1,-1,-1,1,-1,CasoHEProstata_A_0345_row_38046_column_109826,1,1
1,-1,-1,-1,-1,1,-1,CasoHEProstata_A_0345_row_38046_column_111874,1,1
0,-1,-1,-1,1,-1,-1,CasoHEProstata_A_0345_row_38046_column_124162,1,0
-1,-1,-1,-1,-1,0,3,CasoHEProstata_A_0345_row_40094_column_107778,3,0
1,-1,-1,-1,-1,-1,2,CasoHEProstata_A_0345_row_40094_column_109826,2,1
-1,-1,1,-1,-1,-1,-1,CasoHEProstata_A_0345_row_40094_column_111874,1,1
-1,-1,-1,0,-1,-1,3,CasoHEProstata_A_0345_row_40094_column_124162,3,0
0,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0345_row_42142_column_105730,0,0
-1,-1,1,-1,-1,0,-1,CasoHEProstata_A_0345_row_42142_column_107778,1,1
-1,-1,-1,-1,0,-1,3,CasoHEProstata_A_0345_row_42142_column_109826,3,0
-1,1,-1,-1,-1,1,-1,CasoHEProstata_A_0345_row_44190_column_105730,1,1
0,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0345_row_44190_column_107778,0,0
-1,-1,-1,2,2,-1,-1,CasoHEProstata_A_0345_row_46238_column_101634,2,2
-1,-1,0,-1,-1,-1,3,CasoHEProstata_A_0345_row_46238_column_103682,3,0
-1,-1,-1,0,-1,0,-1,CasoHEProstata_A_0345_row_46238_column_105730,0,0
-1,-1,-1,2,-1,-1,2,CasoHEProstata_A_0345_row_48286_column_101634,2,2
-1,1,-1,-1,-1,2,-1,CasoHEProstata_A_0345_row_48286_column_103682,2,2
3,-1,1,-1,-1,-1,-1,CasoHEProstata_A_0345_row_48286_column_99586,3,2
-1,-1,2,-1,-1,0,-1,CasoHEProstata_A_0345_row_50334_column_115970,2,2
2,-1,-1,2,-1,-1,-1,CasoHEProstata_A_0345_row_50334_column_99586,2,2
-1,-1,0,-1,-1,-1,2,CasoHEProstata_A_0345_row_52382_column_111874,2,0
-1,-1,-1,-1,0,-1,2,CasoHEProstata_A_0345_row_5278_column_138498,2,0
0,-1,-1,-1,-1,-1,3,CasoHEProstata_A_0345_row_54430_column_109826,3,0
-1,-1,-1,-1,-1,1,2,CasoHEProstata_A_0345_row_54430_column_111874,2,1
-1,1,-1,-1,-1,0,-1,CasoHEProstata_A_0345_row_54430_column_113922,1,0
-1,2,-1,0,-1,0,-1,CasoHEProstata_A_0345_row_56478_column_107778,0,0
-1,3,0,-1,-1,-1,-1,CasoHEProstata_A_0345_row_56478_column_109826,3,3
-1,2,-1,1,-1,2,-1,CasoHEProstata_A_0345_row_56478_column_111874,2,2
-1,-1,-1,0,-1,0,-1,CasoHEProstata_A_0345_row_56478_column_113922,0,0
-1,-1,0,0,-1,-1,-1,CasoHEProstata_A_0345_row_58526_column_109826,0,0
-1,-1,0,-1,1,-1,-1,CasoHEProstata_A_0345_row_60574_column_109826,1,1
-1,-1,-1,-1,-1,0,2,CasoHEProstata_A_0345_row_64670_column_103682,2,0
-1,-1,0,-1,0,-1,-1,CasoHEProstata_A_0345_row_7326_column_136450,0,0
0,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0345_row_7326_column_138498,0,0
0,-1,0,0,-1,-1,-1,CasoHEProstata_A_0345_row_7326_column_140546,0,0
-1,1,-1,0,-1,-1,-1,CasoHEProstata_A_0345_row_9374_column_134402,1,1
-1,-1,-1,-1,1,1,-1,CasoHEProstata_A_0345_row_9374_column_136450,1,1
1,-1,1,-1,-1,-1,-1,CasoHEProstata_A_0345_row_9374_column_138498,1,1
-1,0,-1,0,-1,-1,-1,CasoHEProstata_A_0349_row_29816_column_18898,0,0
1,-1,-1,-1,-1,-1,2,CasoHEProstata_A_0349_row_38008_column_20946,2,1
-1,1,-1,0,-1,-1,-1,CasoHEProstata_A_0349_row_38008_column_22994,1,1
-1,-1,1,-1,1,-1,-1,CasoHEProstata_A_0349_row_38008_column_25042,1,1
-1,-1,0,-1,-1,-1,1,CasoHEProstata_A_0349_row_40056_column_18898,1,0
-1,-1,-1,-1,1,2,-1,CasoHEProstata_A_0349_row_40056_column_20946,2,2
-1,-1,-1,-1,-1,-1,2,CasoHEProstata_A_0349_row_40056_column_25042,2,0
-1,1,2,-1,-1,-1,-1,CasoHEProstata_A_0349_row_44152_column_25042,2,2
1,-1,-1,-1,1,-1,-1,CasoHEProstata_A_0349_row_44152_column_27090,1,1
0,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0349_row_46200_column_27090,0,0
0,-1,-1,-1,-1,-1,3,CasoHEProstata_A_0349_row_46200_column_29138,3,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0354_row_14336_column_102400,0,0
-1,0,-1,-1,-1,0,-1,CasoHEProstata_A_0354_row_14336_column_49152,0,0
-1,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0354_row_18432_column_10240,0,0
-1,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0354_row_20480_column_135168,0,0
-1,0,-1,-1,-1,0,-1,CasoHEProstata_A_0354_row_24576_column_104448,0,0
-1,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0354_row_24576_column_116736,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0354_row_24576_column_120832,0,0
-1,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0354_row_24576_column_32768,0,0
-1,2,-1,-1,-1,0,-1,CasoHEProstata_A_0354_row_24576_column_36864,2,0
-1,1,-1,-1,-1,0,-1,CasoHEProstata_A_0354_row_32768_column_30720,1,0
-1,0,-1,-1,-1,0,-1,CasoHEProstata_A_0354_row_34816_column_118784,0,0
-1,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0354_row_34816_column_120832,0,0
-1,0,-1,-1,-1,0,-1,CasoHEProstata_A_0354_row_34816_column_122880,0,0
1,0,-1,-1,0,-1,-1,CasoHEProstata_A_0354_row_6144_column_40960,0,0
0,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0360_row_34816_column_141312,0,0
0,0,-1,0,-1,0,-1,CasoHEProstata_A_0360_row_34816_column_153600,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0360_row_4096_column_45056,0,0
0,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0360_row_6144_column_120832,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0360_row_8192_column_126976,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0361_row_34816_column_112640,0,0
1,0,0,-1,-1,-1,1,CasoHEProstata_A_0361_row_34816_column_116736,1,0
-1,-1,-1,-1,0,0,-1,CasoHEProstata_A_0361_row_36864_column_43008,0,0
-1,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0361_row_45056_column_124928,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0361_row_45056_column_32768,0,0
-1,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0361_row_53248_column_112640,0,0
-1,-1,-1,-1,0,0,-1,CasoHEProstata_A_0361_row_57344_column_122880,0,0
0,3,-1,0,-1,-1,3,CasoHEProstata_A_0362_row_22528_column_135168,3,0
-1,3,-1,-1,-1,-1,-1,CasoHEProstata_A_0362_row_22528_column_137216,3,3
-1,1,-1,-1,-1,0,-1,CasoHEProstata_A_0362_row_24576_column_135168,1,0
-1,1,-1,-1,-1,0,-1,CasoHEProstata_A_0362_row_38912_column_20480,1,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0363_row_36864_column_83968,0,0
1,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0363_row_38912_column_83968,1,1
